Region Name,sun,wind,curtail,Amount,Percentage,Regulation Hours
CENT,sun1,wnd1,0.14,72899689.81859633,0.2815098664655129,8659.0
CAL,sun0.3,wnd0.3,0.06,7263257.102066338,0.0594469660574702,8760.0
TEX,sun1,wnd0.1,0.14,28574515.289184157,0.0862863808825543,8643.0
MIDW,sun0.5,wnd0.1,0.02,13354208.957549691,0.0173762016378553,8760.0
CAR,sun0.5,wnd0.5,0.14,2983706.463586718,0.0213319800000361,7179.0
NW,sun0.1,wnd0.1,0.14,5462227.199704349,0.0220720364952627,8425.0
TEN,sun0.1,wnd0.5,0.02,143574.93164123595,0.0014567076378882,2471.0
FLA,sun0.1,wnd0.3,0.02,959828.0630779266,0.0052064393617202,2386.0
SW,sun1,wnd1,0.14,10592710.944341583,0.1279120762403798,7622.0
SW,sun0.3,wnd0.3,0.18,3292993.8110796213,0.0397644831087286,7721.0
TEN,sun1,wnd0.5,0.06,1095643.8952705413,0.0111163753477131,4979.0
TEN,sun0.5,wnd0.5,0.14,708977.0463351309,0.0071932632436456,6172.0
NY,sun1,wnd1,0.02,2284129.566395268,0.0296874436242291,3618.0
MIDW,sun0.3,wnd0.3,0.18,28648804.253022198,0.0372771911062939,8683.0
CAR,sun0.3,wnd0.3,0.14,1938736.2662494185,0.0138609758572771,7163.0
CAL,sun0.1,wnd1,0.14,8748714.118813977,0.0716048604584966,8372.0
CAL,sun0.1,wnd0.5,0.06,5766572.171264276,0.0471971754979697,8760.0
NE,sun0.3,wnd0.1,0.14,400958.7237372696,0.0070604676196427,5419.0
CENT,sun0.5,wnd1,0.06,79080740.49402526,0.3053786477262625,8656.0
MIDA,sun0.3,wnd0.5,0.1,11560728.24138844,0.0210710116285422,8760.0
SE,sun0.1,wnd1,0.18,922612.3542285264,0.0048184868059883,7800.0
CENT,sun0.5,wnd1,0.02,80958353.56837142,0.3126292493015006,8760.0
MIDW,sun0.1,wnd0.3,0.1,28999408.49608195,0.0377333896008554,8760.0
NE,sun0.5,wnd0.5,0.14,1032101.9313281626,0.0181742454644487,5638.0
CAR,sun1,wnd1,0.14,5599760.864227861,0.0400354351939493,7274.0
MIDW,sun0.3,wnd1,0.14,88029475.91332042,0.1145420090704684,8724.0
MIDW,sun0.5,wnd0.3,0.02,32109026.26873708,0.0417795555404535,8760.0
SW,sun0.1,wnd0.3,0.18,2539835.024931804,0.0306697287459359,7652.0
NW,sun0.1,wnd0.3,0.18,11093325.04975307,0.0448264538255044,8453.0
CAR,sun0.1,wnd0.5,0.06,745881.5871268511,0.0053326730672622,5868.0
SE,sun0.5,wnd1,0.1,3314822.666988611,0.0173121779823029,6760.0
TEN,sun1,wnd0.5,0.18,1160302.5946336985,0.0117724008818473,6563.0
MIDW,sun1,wnd0.1,0.1,17152828.119016528,0.0223188809612722,8760.0
FLA,sun0.1,wnd0.5,0.18,1125210.3789272606,0.0061035302388188,4759.0
CAR,sun1,wnd0.5,0.18,5439458.261091888,0.0388893533102979,7323.0
SE,sun0.3,wnd0.1,0.18,2063198.9261032343,0.010775377934182,7824.0
NE,sun1,wnd0.5,0.06,1231002.712617196,0.0216766821061143,3750.0
MIDA,sun0.3,wnd0.3,0.18,7517155.938305855,0.0137010469308103,8760.0
NE,sun1,wnd0.3,0.1,946368.8069104478,0.0166645739869459,4868.0
SW,sun0.3,wnd0.5,0.06,4920911.690542072,0.0594223739928474,6265.0
TEN,sun0.5,wnd0.1,0.06,615715.7644858062,0.0062470366284825,4852.0
FLA,sun0.3,wnd0.1,0.06,2802806.9889210463,0.0152033944325696,3835.0
NW,sun0.3,wnd0.5,0.18,18862587.13440576,0.0762208704259338,8433.0
CAL,sun0.5,wnd1,0.14,13914384.950324386,0.1138838895868337,8436.0
NW,sun1,wnd0.5,0.06,29196736.718540788,0.1179796106667056,8414.0
CENT,sun0.3,wnd0.5,0.06,41030695.09630057,0.1584443709745424,8669.0
NW,sun0.3,wnd0.1,0.18,7223914.242168069,0.0291907481989053,8444.0
SE,sun0.3,wnd0.1,0.06,2062760.4520910385,0.0107730879353186,5454.0
CAR,sun0.3,wnd0.1,0.06,1855524.4764369729,0.0132660539848646,5881.0
MIDW,sun0.3,wnd1,0.18,84174804.8810041,0.1095263962911534,8718.0
MIDA,sun0.5,wnd0.5,0.02,13280391.560756564,0.0242053337095559,8760.0
SE,sun0.1,wnd0.5,0.14,889909.3346658945,0.0046476901896669,7705.0
NW,sun0.5,wnd1,0.18,35384732.93041122,0.1429843703054742,8468.0
TEN,sun0.3,wnd0.5,0.02,340096.0103049576,0.0034506055490557,2498.0
TEN,sun0.1,wnd0.5,0.06,238178.845527038,0.0024165565638548,4736.0
CAL,sun0.3,wnd0.1,0.06,5884268.516137838,0.0481604748167831,8760.0
TEN,sun1,wnd0.3,0.1,1126840.2993011773,0.0114328932767595,5519.0
NW,sun1,wnd0.1,0.14,14715477.76454684,0.0594630267818015,8489.0
SE,sun0.1,wnd0.1,0.18,922612.3542285264,0.0048184868059883,7800.0
SE,sun0.5,wnd0.5,0.1,3314822.666988611,0.0173121779823029,6760.0
SE,sun0.5,wnd1,0.14,3269448.9025209844,0.0170752064260222,7763.0
CENT,sun0.1,wnd0.5,0.1,39424772.77184448,0.152242931980267,8654.0
NE,sun0.5,wnd0.1,0.1,455845.2639184594,0.0080269627144282,4698.0
NY,sun0.1,wnd0.1,0.06,358819.57216359675,0.004663674064991,5813.0
TEX,sun0.5,wnd0.3,0.06,33237374.312577903,0.1003668027417661,8759.0
MIDA,sun1,wnd0.1,0.18,7845974.636844993,0.0143003640738079,8760.0
NW,sun0.3,wnd0.5,0.14,19715971.015793324,0.0796692660136301,8526.0
FLA,sun0.3,wnd0.5,0.1,2792420.710686207,0.0151470556674264,4372.0
CAR,sun1,wnd0.3,0.14,5599760.864227861,0.0400354351939493,7274.0
FLA,sun1,wnd0.5,0.18,8351841.792845309,0.045303278290999,6585.0
TEN,sun1,wnd0.3,0.06,1093969.6360007375,0.0110993883553583,4979.0
NY,sun1,wnd0.5,0.1,1261034.2316466123,0.0163899995915352,7190.0
MIDA,sun0.3,wnd1,0.02,22044292.573928475,0.0401787444068876,8760.0
SW,sun0.3,wnd0.1,0.14,2148012.497111067,0.0259382833855698,7510.0
NW,sun0.5,wnd0.1,0.14,9560985.417651355,0.0386345004251191,8453.0
NY,sun0.5,wnd1,0.14,2276184.508323401,0.029584179576922,7534.0
FLA,sun0.1,wnd0.1,0.14,1098376.0028282702,0.0059579713024391,4466.0
TEN,sun0.1,wnd0.5,0.1,303345.3772931397,0.0030777345527504,5348.0
CENT,sun0.5,wnd0.1,0.1,10626434.051032037,0.0410350995752454,8704.0
NE,sun1,wnd1,0.1,1953742.073778376,0.034403373296062,5309.0
SE,sun0.5,wnd0.3,0.14,3269448.9025209844,0.0170752064260222,7763.0
MIDA,sun0.1,wnd1,0.02,20793291.464539707,0.0378986234341551,8760.0
SW,sun0.5,wnd0.3,0.18,4047131.61414136,0.0488710595713398,7793.0
SE,sun1,wnd1,0.1,6423855.860188603,0.033549588366148,7698.0
CAR,sun0.1,wnd0.3,0.06,745881.5871268511,0.0053326730672622,5868.0
CAL,sun1,wnd0.3,0.02,17101284.31473437,0.1399674352582042,7579.0
NE,sun0.3,wnd0.3,0.14,677549.0626333877,0.0119309368626605,5531.0
FLA,sun0.1,wnd1,0.1,1063464.3199244738,0.0057685982604889,4098.0
MIDW,sun1,wnd0.1,0.18,16744733.390258787,0.0217878771169575,8691.0
SW,sun0.1,wnd1,0.18,6756189.119008377,0.0815842311024886,7593.0
CAR,sun0.5,wnd0.3,0.02,2903797.439291716,0.0207606712171895,3340.0
NW,sun0.1,wnd0.5,0.1,18437189.05626422,0.074501900935565,8619.0
CENT,sun0.3,wnd0.3,0.18,23094782.96808207,0.0891829483166924,8648.0
FLA,sun0.5,wnd0.5,0.1,4526562.05479008,0.0245536380544594,4609.0
SW,sun1,wnd0.1,0.14,4936505.9881463945,0.0596106826321146,7729.0
SE,sun0.1,wnd0.3,0.06,786436.9978212416,0.0041072897846803,5345.0
TEN,sun0.1,wnd1,0.02,147926.64694583416,0.0015008600316916,2471.0
CAL,sun1,wnd0.3,0.18,15348073.509717733,0.1256180790736677,8551.0
SW,sun0.1,wnd1,0.06,7533286.810941279,0.0909680592593253,6700.0
CAR,sun0.5,wnd0.1,0.02,2903797.439291716,0.0207606712171895,3340.0
FLA,sun0.3,wnd1,0.02,2794943.4090893567,0.0151607396560168,2748.0
MIDA,sun0.3,wnd0.3,0.06,7957711.915955901,0.0145040205786861,8760.0
CAL,sun0.3,wnd0.5,0.02,8316114.916310251,0.0680642023561679,7249.0
MIDA,sun0.5,wnd1,0.18,20556238.275065124,0.0374665615079765,8760.0
NW,sun0.3,wnd0.1,0.14,7508630.382047117,0.0303412431893995,8440.0
NW,sun1,wnd1,0.06,45925118.76899886,0.1855764801532757,8530.0
NY,sun0.5,wnd0.5,0.02,1161081.7318435758,0.0150908901860708,3245.0
NY,sun1,wnd1,0.06,2317939.4603014886,0.0301268798690242,6736.0
CENT,sun0.3,wnd0.5,0.18,36299834.15701407,0.1401756508387028,8653.0
SE,sun1,wnd1,0.14,6267841.646287143,0.0327347798197575,7841.0
TEX,sun0.1,wnd0.3,0.02,24322627.47854561,0.0734469676016747,8760.0
CENT,sun1,wnd0.1,0.14,10574554.81251046,0.0408347624058434,8661.0
SE,sun0.5,wnd0.1,0.06,3341682.506064892,0.0174524576778943,5565.0
NW,sun0.5,wnd0.5,0.18,20811081.276699398,0.0840944414523895,8463.0
CAL,sun0.3,wnd0.5,0.14,8205880.225380391,0.0671619738052608,8384.0
NE,sun1,wnd1,0.14,1918925.0324778853,0.0337902812789522,5925.0
TEX,sun0.5,wnd0.3,0.1,32282853.56395781,0.0974844392076098,8562.0
SE,sun0.5,wnd0.1,0.1,3314822.666988611,0.0173121779823029,6760.0
TEN,sun0.5,wnd1,0.06,623219.8549542129,0.006323172941248,4850.0
NW,sun1,wnd0.3,0.06,22511756.48377621,0.0909666135288678,8423.0
CAR,sun0.1,wnd0.3,0.14,896403.955527991,0.00640883125892,7146.0
MIDA,sun0.3,wnd0.1,0.06,4093484.5300160646,0.0074609365718354,8760.0
TEN,sun0.1,wnd0.3,0.18,399473.3899960071,0.0040530469469028,6345.0
CAR,sun1,wnd0.1,0.06,5751432.379513532,0.0411198091999498,5359.0
NY,sun0.3,wnd1,0.18,2213788.504930377,0.0287732020122688,7402.0
NW,sun0.5,wnd0.1,0.06,10171685.12283376,0.0411022458497624,8494.0
CAR,sun0.3,wnd0.3,0.1,1906908.1330051424,0.0136334209318542,6632.0
TEX,sun0.1,wnd0.1,0.14,10697538.628865125,0.0323033263484781,8593.0
SE,sun1,wnd0.5,0.14,6267841.646287143,0.0327347798197575,7841.0
CAR,sun0.5,wnd0.3,0.18,2957274.7546994984,0.0211430067574501,7224.0
CENT,sun1,wnd0.5,0.02,41495212.09983146,0.1602381525387759,8760.0
CENT,sun0.5,wnd0.1,0.02,9403535.299591212,0.0363127466396486,8760.0
CENT,sun0.5,wnd0.1,0.18,9987663.365116447,0.0385684189769926,8641.0
CAL,sun0.1,wnd0.5,0.1,5797826.576952577,0.047452980788625,8435.0
TEN,sun1,wnd0.5,0.1,1128440.9265007377,0.0114491331999854,5519.0
MIDA,sun0.1,wnd0.3,0.1,6678997.710375309,0.0121733886900383,8760.0
MIDW,sun1,wnd0.3,0.18,32653287.952812552,0.0424877368184549,8678.0
SE,sun1,wnd0.1,0.14,6267841.646287143,0.0327347798197575,7841.0
NW,sun0.1,wnd1,0.02,36655439.65239856,0.1481191045662531,8760.0
TEN,sun1,wnd0.5,0.02,1029465.5817201585,0.0104449318463343,2698.0
CENT,sun1,wnd0.5,0.18,36639296.488587946,0.1414865205539132,8657.0
NE,sun1,wnd0.5,0.02,1217989.981006086,0.0214475413872717,1332.0
NW,sun1,wnd0.5,0.1,28080188.008917093,0.1134678056892622,8475.0
NE,sun0.1,wnd1,0.02,1593418.9835816324,0.0280584570731874,1489.0
NE,sun0.3,wnd0.5,0.14,954321.5184460506,0.0168046129958547,5642.0
MIDW,sun0.1,wnd0.3,0.18,27506207.76810372,0.0357904698054845,8675.0
CAR,sun1,wnd0.5,0.06,5751432.379513532,0.0411198091999498,5359.0
TEX,sun0.3,wnd0.3,0.02,28846425.747577548,0.0871074681045575,8760.0
CAL,sun0.5,wnd1,0.06,14961287.38926716,0.1224523834290258,8669.0
CENT,sun0.1,wnd0.3,0.06,25680593.6606662,0.0991683299360907,8724.0
TEX,sun0.3,wnd0.1,0.14,14647385.452675104,0.0442306673380913,8606.0
CENT,sun0.5,wnd1,0.14,72645612.61240432,0.2805287204474019,8664.0
FLA,sun0.1,wnd0.3,0.14,1098376.0028282702,0.0059579713024391,4466.0
SW,sun1,wnd0.1,0.02,5194387.895973101,0.062724730624953,4202.0
MIDW,sun0.5,wnd0.1,0.06,13780880.773039818,0.0179313775769704,8760.0
SE,sun0.1,wnd0.5,0.06,786436.9978212416,0.0041072897846803,5345.0
NW,sun0.3,wnd0.5,0.1,20568973.284428623,0.0831161195617358,8543.0
FLA,sun0.3,wnd1,0.06,2802806.9889210463,0.0152033944325696,3835.0
CAL,sun1,wnd1,0.14,20392133.33032158,0.166901768847224,8509.0
NE,sun0.5,wnd0.1,0.06,424366.9423959106,0.0074726620927605,3311.0
FLA,sun1,wnd0.1,0.1,8886376.063334763,0.0482027770378269,5143.0
TEN,sun1,wnd0.1,0.18,1157367.170734793,0.011742618144951,6563.0
MIDA,sun0.5,wnd0.1,0.06,5301634.1714452505,0.0096629548713778,8760.0
MIDA,sun1,wnd1,0.02,26425744.28246993,0.0481645406277566,8760.0
NY,sun0.1,wnd0.3,0.1,842364.9917264581,0.0109484433680221,7116.0
NY,sun0.1,wnd0.3,0.18,882542.8357613683,0.0114706455658649,7265.0
MIDW,sun1,wnd1,0.18,88154291.51250827,0.114704416370364,8704.0
CENT,sun0.3,wnd0.1,0.02,9285453.391601562,0.035856760856542,8760.0
NW,sun0.3,wnd1,0.1,36578232.82528353,0.1478071234194677,8547.0
CAL,sun0.1,wnd0.1,0.02,2532572.51043047,0.0207281320143288,7422.0
NE,sun0.3,wnd0.1,0.06,340253.8929748312,0.0059915184570976,3291.0
FLA,sun1,wnd0.1,0.18,8351841.792845309,0.045303278290999,6585.0
FLA,sun0.5,wnd1,0.06,4590630.132937521,0.0249011654676786,4047.0
CAL,sun0.5,wnd0.3,0.14,9548279.03780496,0.0781489918216118,8494.0
MIDW,sun0.1,wnd0.3,0.02,29360036.22356284,0.0382026304318794,8760.0
SE,sun1,wnd0.5,0.02,6631922.205102205,0.0346362472788987,3502.0
SW,sun1,wnd1,0.1,11042053.682169914,0.1333381057847677,7803.0
MIDW,sun0.1,wnd0.1,0.1,11455464.63263142,0.0149055974745244,8760.0
MIDW,sun0.1,wnd0.5,0.1,46564043.42507935,0.0605881044845123,8760.0
TEX,sun0.5,wnd0.5,0.1,45277383.50641781,0.1367239835588405,8687.0
CENT,sun0.1,wnd0.1,0.06,10350736.802549362,0.0399704654760003,8714.0
TEN,sun0.3,wnd0.3,0.02,338348.66548101604,0.0034328770325106,2497.0
NY,sun0.3,wnd0.1,0.02,262454.39110292494,0.0034111900018421,2821.0
CAR,sun0.3,wnd0.3,0.02,1765508.6161867976,0.0126224864778135,3166.0
TEX,sun0.3,wnd0.5,0.18,37744341.71539676,0.113976479126796,8633.0
CAR,sun0.1,wnd1,0.06,745881.5871268511,0.0053326730672622,5868.0
NY,sun0.5,wnd0.5,0.14,1272880.922372833,0.0165439742032396,7412.0
CENT,sun1,wnd0.1,0.02,9698755.532069089,0.0374527708075095,8760.0
CENT,sun1,wnd0.3,0.18,23434231.4563016,0.0904937645743251,8641.0
TEX,sun0.1,wnd0.5,0.14,35543024.13299209,0.1073291668124299,8597.0
MIDW,sun0.3,wnd0.1,0.02,11979141.428922534,0.0155869941513583,8760.0
MIDA,sun1,wnd0.3,0.14,11597401.312415125,0.021137853326567,8760.0
CENT,sun0.1,wnd0.5,0.06,40919101.10587648,0.1580134389716654,8666.0
CENT,sun0.1,wnd0.5,0.14,37815658.43421885,0.1460291666893593,8653.0
TEN,sun0.3,wnd1,0.06,432819.5417612046,0.0043913761622837,4795.0
MIDW,sun0.3,wnd0.5,0.06,48848578.32043433,0.0635606908141551,8760.0
NY,sun1,wnd0.3,0.06,792819.5382762849,0.0103044878421277,5911.0
TEX,sun1,wnd0.1,0.06,30594964.71585548,0.0923875261520137,8760.0
SW,sun0.1,wnd0.5,0.02,4075883.0027973503,0.0492182464092613,3787.0
TEN,sun0.1,wnd0.1,0.1,300133.943552196,0.0030451514269531,5351.0
SE,sun0.3,wnd0.3,0.02,2019738.648731649,0.0105483998624709,2977.0
NW,sun0.3,wnd0.5,0.06,21319430.917910725,0.0861486057013204,8391.0
CAL,sun0.5,wnd0.5,0.1,11224969.16639802,0.0918720556981487,8498.0
TEN,sun0.3,wnd1,0.1,490737.9652463496,0.004979015027236,5412.0
MIDA,sun0.1,wnd0.3,0.14,6576255.6203068495,0.011986127149989,8760.0
FLA,sun1,wnd1,0.18,8351841.792845309,0.045303278290999,6585.0
SW,sun0.5,wnd1,0.06,9252005.607369408,0.1117224148609879,6823.0
SW,sun1,wnd0.5,0.02,8062545.514443755,0.0973591125023533,4788.0
MIDW,sun0.1,wnd0.1,0.18,11580933.440786242,0.0150688547154954,8674.0
MIDW,sun0.5,wnd0.3,0.06,31962661.841021776,0.0415891093809936,8760.0
TEX,sun0.3,wnd1,0.02,78459777.26572353,0.2369247616834691,8760.0
CENT,sun0.3,wnd0.5,0.14,37917367.58071488,0.1464219273213959,8654.0
NE,sun0.3,wnd0.5,0.02,913245.3044565842,0.0160813034339453,1214.0
CAL,sun0.5,wnd0.5,0.02,11227694.680792809,0.0918943629852844,7283.0
NW,sun0.3,wnd0.3,0.14,13608912.739126086,0.0549915643668382,8520.0
SE,sun0.1,wnd1,0.1,844943.9460663497,0.0044128514400014,6607.0
MIDW,sun0.3,wnd0.3,0.06,30642718.1684767,0.0398716278380837,8760.0
SW,sun1,wnd0.3,0.14,6192613.7365965545,0.0747787874666675,7791.0
SW,sun1,wnd0.5,0.18,7130710.797827065,0.0861067603951737,7860.0
CAR,sun0.5,wnd0.3,0.14,2983706.463586718,0.0213319800000361,7179.0
NY,sun0.1,wnd0.5,0.1,1261034.2316466123,0.0163899995915352,7190.0
NE,sun0.5,wnd1,0.06,1765741.730092518,0.0310928820646866,4078.0
MIDW,sun1,wnd1,0.14,92212320.52027915,0.1199846340541999,8736.0
FLA,sun1,wnd0.3,0.18,8351841.792845309,0.045303278290999,6585.0
MIDA,sun0.5,wnd0.3,0.18,8584054.556099176,0.0156456158811915,8760.0
MIDA,sun1,wnd0.5,0.18,14673192.949881196,0.0267439051259679,8760.0
TEN,sun1,wnd0.3,0.18,1158837.152220726,0.0117575325400591,6563.0
SE,sun0.5,wnd0.3,0.02,3336830.920941025,0.0174271195184817,3187.0
TEN,sun0.3,wnd0.3,0.1,485066.8964084387,0.0049214765057354,5409.0
TEX,sun0.3,wnd1,0.18,67373992.73250094,0.2034490503044683,8613.0
NE,sun0.1,wnd0.1,0.06,255972.83764465156,0.0045074164114767,3251.0
SW,sun1,wnd0.5,0.1,7742389.238673791,0.0934930715832438,7955.0
CENT,sun0.3,wnd0.3,0.02,25182332.803606156,0.0972442429106864,8760.0
MIDA,sun0.1,wnd1,0.1,19715327.41577041,0.0359338862192926,8760.0
TEX,sun0.1,wnd0.5,0.1,37048614.82334799,0.111875594650191,8593.0
NY,sun0.1,wnd0.1,0.18,504839.7120725513,0.0065615369250171,7841.0
NY,sun1,wnd0.3,0.02,711721.2144821286,0.009250431211068,3043.0
TEX,sun0.3,wnd0.3,0.1,28142086.49990565,0.0849805769226744,8608.0
NE,sun1,wnd1,0.18,1872977.5267483965,0.0329811933175216,6311.0
MIDW,sun0.5,wnd0.1,0.18,13873846.365338445,0.0180523423516192,8670.0
NY,sun0.5,wnd0.5,0.18,1263101.559312448,0.0164168692028021,7315.0
MIDA,sun1,wnd1,0.18,23222209.70835221,0.0423256598190192,8760.0
FLA,sun0.5,wnd0.5,0.06,4590630.132937521,0.0249011654676786,4047.0
NE,sun1,wnd1,0.06,1976403.603714779,0.0348024193545595,4133.0
SW,sun0.5,wnd0.3,0.1,4332736.290035427,0.0523198733140659,7423.0
TEN,sun0.5,wnd1,0.02,541345.1987166852,0.0054924747425632,2557.0
CAR,sun0.1,wnd0.5,0.1,831508.9928877056,0.0059448653621268,7125.0
SE,sun1,wnd0.3,0.02,6631922.205102205,0.0346362472788987,3502.0
FLA,sun0.3,wnd0.3,0.02,2794943.4090893567,0.0151607396560168,2748.0
SE,sun0.3,wnd0.3,0.06,2062760.4520910385,0.0107730879353186,5454.0
CAL,sun0.5,wnd0.3,0.18,9166064.783339396,0.0750207151417966,8609.0
FLA,sun1,wnd0.3,0.06,9077504.203707663,0.0492395221710947,4467.0
NE,sun0.5,wnd0.5,0.18,1025861.1378182472,0.0180643515579465,6068.0
CENT,sun0.3,wnd0.3,0.06,25792487.20769775,0.0996004187085065,8717.0
CAR,sun0.5,wnd1,0.06,2964220.3325189054,0.0211926640977215,5314.0
CAR,sun0.1,wnd0.3,0.18,950386.9911698104,0.0067947824410173,7163.0
SE,sun0.1,wnd0.5,0.18,922612.3542285264,0.0048184868059883,7800.0
NY,sun0.3,wnd0.5,0.02,1161081.7318435758,0.0150908901860708,3245.0
CENT,sun0.1,wnd1,0.14,72442383.59877479,0.2797439301056167,8669.0
MIDA,sun0.5,wnd0.3,0.02,9275773.943824887,0.0169063692661103,8760.0
NW,sun0.5,wnd0.3,0.06,16863377.26193306,0.0681423647809662,8541.0
CAL,sun0.3,wnd0.3,0.18,6696887.556930378,0.0548114491464546,8493.0
NE,sun1,wnd0.5,0.18,1211893.023680881,0.0213401802869277,6085.0
CENT,sun0.5,wnd0.1,0.06,10575665.08321178,0.0408390498336452,8760.0
SW,sun0.5,wnd0.5,0.18,5248506.264292315,0.0633782359354278,8060.0
SE,sun0.3,wnd1,0.14,2077481.3508971331,0.0108499701235359,7736.0
NE,sun0.5,wnd0.1,0.18,496066.6482289657,0.0087352196115337,5872.0
NW,sun0.5,wnd1,0.14,37045118.1424959,0.1496937365872926,8468.0
NW,sun0.5,wnd0.1,0.1,9942919.1547606,0.0401778370671218,8699.0
SE,sun0.5,wnd0.1,0.14,3269448.9025209844,0.0170752064260222,7763.0
FLA,sun0.5,wnd0.5,0.14,4443409.3589077,0.0241025890744089,5035.0
TEX,sun0.5,wnd0.5,0.14,43392684.55898237,0.1310327636175203,8600.0
TEX,sun1,wnd0.3,0.18,39128056.11739379,0.11815487749034,8596.0
NW,sun0.1,wnd0.1,0.06,5673940.789778978,0.022927539189644,8760.0
MIDA,sun0.1,wnd1,0.18,18430420.69740075,0.0335919676273971,8760.0
SE,sun1,wnd0.1,0.1,6423855.860188603,0.033549588366148,7698.0
SW,sun0.3,wnd0.1,0.18,2091271.2544308605,0.0252531056064517,7673.0
MIDA,sun0.3,wnd0.1,0.1,4120864.155645132,0.0075108396919477,8760.0
NE,sun0.1,wnd0.1,0.18,346882.72990923375,0.0061082454061836,5856.0
CENT,sun1,wnd0.3,0.1,25403406.29247722,0.0980979415819156,8640.0
MIDA,sun0.3,wnd0.1,0.14,4120872.9476213455,0.0075108557165293,8760.0
MIDW,sun0.3,wnd1,0.06,94452824.78820492,0.1228999287042768,8760.0
SW,sun1,wnd1,0.06,11417283.097270444,0.1378691813332429,7867.0
NE,sun0.3,wnd0.5,0.1,949541.440722391,0.0167204407806384,4934.0
TEX,sun1,wnd0.1,0.1,29761432.29562366,0.0898705107219286,8572.0
FLA,sun1,wnd0.3,0.02,9227032.92973858,0.050050617694202,3441.0
TEN,sun0.5,wnd1,0.18,741840.2132810056,0.0075266921072224,6460.0
MIDW,sun0.5,wnd1,0.18,85311199.34491086,0.1110050476592544,8711.0
MIDA,sun0.5,wnd0.1,0.18,5169398.598075151,0.0094219374159018,8760.0
CAL,sun0.1,wnd1,0.02,9021525.833456144,0.0738377194241801,8760.0
SE,sun0.1,wnd1,0.14,889909.3346658945,0.0046476901896669,7705.0
FLA,sun0.1,wnd1,0.02,959828.0630779266,0.0052064393617202,2386.0
NY,sun1,wnd0.3,0.18,882542.8357613683,0.0114706455658649,7265.0
MIDA,sun0.1,wnd0.3,0.06,6750642.911499381,0.0123039718881287,8760.0
CAR,sun0.3,wnd0.5,0.02,1765508.6161867976,0.0126224864778135,3166.0
TEN,sun1,wnd0.1,0.02,1025978.1325255632,0.0104095482747007,2697.0
TEX,sun0.3,wnd1,0.14,70539602.26396167,0.2130082322185866,8626.0
SE,sun1,wnd1,0.06,6548449.158931047,0.0342002962862766,5759.0
NW,sun0.5,wnd1,0.1,38706544.58670864,0.1564073103311389,8635.0
SW,sun0.5,wnd0.5,0.06,5783799.632952258,0.0698421606609086,6409.0
NY,sun0.5,wnd0.3,0.18,882542.8357613683,0.0114706455658649,7265.0
NY,sun0.3,wnd0.5,0.18,1263101.559312448,0.0164168692028021,7315.0
MIDW,sun1,wnd0.5,0.02,54315225.0709151,0.0706737707817693,8760.0
NY,sun0.1,wnd1,0.1,2309055.495016277,0.0300114125932424,7269.0
NY,sun0.1,wnd0.3,0.06,792819.5382762849,0.0103044878421277,5911.0
CENT,sun0.1,wnd0.3,0.18,22997944.125015616,0.0888089948767237,8684.0
TEN,sun0.5,wnd0.3,0.06,617389.414842099,0.0062640174428161,4852.0
SE,sun1,wnd0.3,0.18,6074018.494055688,0.0317225082005429,7948.0
SW,sun0.5,wnd1,0.02,9436317.718979642,0.1139480722017942,5116.0
CENT,sun0.5,wnd0.5,0.06,41142457.47789353,0.1588759532377371,8702.0
FLA,sun0.5,wnd0.1,0.02,4631068.623568028,0.0251205178261333,3013.0
FLA,sun0.3,wnd0.5,0.06,2802806.9889210463,0.0152033944325696,3835.0
SW,sun1,wnd0.3,0.1,6422341.250721559,0.0775528576226144,7871.0
FLA,sun0.3,wnd0.3,0.14,2767816.5058658123,0.0150135939513458,4761.0
NY,sun1,wnd0.5,0.14,1272880.922372833,0.0165439742032396,7412.0
CENT,sun0.5,wnd0.1,0.14,10319913.46933508,0.0398514379130743,8643.0
NW,sun0.3,wnd1,0.14,35011375.61051312,0.1414756896722317,8465.0
CAL,sun0.5,wnd0.1,0.1,8613156.885527506,0.0704953766370121,8486.0
SW,sun0.3,wnd1,0.02,8551193.966514379,0.1032597774392541,4933.0
SW,sun0.1,wnd0.3,0.02,2641211.981214136,0.0318939042218022,3414.0
CENT,sun0.1,wnd1,0.1,75666162.02859479,0.2921928916519734,8697.0
SW,sun0.1,wnd0.1,0.02,1207171.166124493,0.0145771720806738,2988.0
NE,sun0.5,wnd0.1,0.14,479106.42934188247,0.008436567732462,5443.0
MIDA,sun0.5,wnd0.3,0.1,9001459.304954648,0.0164063932416916,8760.0
MIDW,sun0.5,wnd1,0.06,95767899.74206495,0.1246110751780068,8760.0
MIDA,sun0.3,wnd1,0.18,19492568.764341354,0.0355278780477817,8760.0
CENT,sun1,wnd0.1,0.1,10893294.097740114,0.0420656078846869,8703.0
SW,sun1,wnd1,0.02,11653129.40046677,0.1407171388083381,5528.0
FLA,sun0.1,wnd1,0.18,1125210.3789272606,0.0061035302388188,4759.0
TEX,sun0.3,wnd1,0.1,73703359.59853733,0.2225618210591469,8681.0
SW,sun0.3,wnd1,0.06,8391561.201772198,0.1013321350744757,6767.0
CAL,sun1,wnd1,0.02,22141431.607277334,0.1812191024942727,8255.0
CENT,sun1,wnd1,0.02,81251714.23149511,0.3137620925455211,8760.0
NE,sun0.5,wnd0.3,0.02,693621.729257442,0.0122139598661326,1131.0
