Region Name,sun,wind,curtail,Amount,Percentage,Regulation Hours
CAR,sun1,wnd0.3,0.06,5751432.379513532,0.0411198091999498,5359.0
FLA,sun1,wnd0.5,0.1,8886376.063334763,0.0482027770378269,5143.0
FLA,sun0.1,wnd1,0.06,1019122.8007990122,0.0055280745256515,3610.0
NY,sun0.5,wnd0.1,0.1,424222.32335691154,0.0055137311359588,7035.0
FLA,sun0.3,wnd1,0.14,2767816.5058658123,0.0150135939513458,4761.0
NE,sun0.1,wnd0.5,0.06,852135.2417683452,0.0150052185571205,3654.0
TEN,sun1,wnd0.1,0.06,1092287.8906653374,0.0110823254095706,4978.0
FLA,sun0.3,wnd0.1,0.1,2792420.710686207,0.0151470556674264,4372.0
MIDA,sun0.3,wnd0.5,0.02,12028983.19200617,0.0219244704508217,8760.0
CAR,sun0.1,wnd1,0.14,896403.955527991,0.00640883125892,7146.0
CENT,sun0.5,wnd0.3,0.1,25137056.61462632,0.0970694041158232,8666.0
MIDW,sun0.5,wnd0.1,0.14,14044452.49931109,0.0182743312836471,8760.0
NE,sun0.1,wnd1,0.18,1539566.2157684118,0.0271101656385246,6250.0
SE,sun0.1,wnd0.3,0.1,844943.9460663497,0.0044128514400014,6607.0
SE,sun0.1,wnd0.5,0.1,844943.9460663497,0.0044128514400014,6607.0
CAL,sun0.3,wnd0.1,0.1,5896152.309686482,0.0482577390966774,8595.0
SE,sun0.5,wnd1,0.18,3207648.8691735268,0.016752446120538,7869.0
CAL,sun0.5,wnd0.1,0.18,7977894.805909887,0.0652960008261403,8442.0
CENT,sun0.5,wnd0.3,0.06,25904385.098245356,0.1000325242538691,8718.0
SW,sun0.3,wnd0.3,0.06,3535003.429534972,0.0426868655780909,6041.0
NW,sun1,wnd1,0.18,40254484.9933649,0.1626623041091454,8462.0
SE,sun0.1,wnd0.3,0.14,889909.3346658945,0.0046476901896669,7705.0
NW,sun0.5,wnd0.3,0.1,16320790.30737728,0.0659498527112638,8540.0
CENT,sun0.1,wnd0.5,0.02,40965235.09354532,0.1581915902469382,8760.0
SE,sun1,wnd0.5,0.18,6074018.494055688,0.0317225082005429,7948.0
NW,sun1,wnd1,0.02,47086313.84047043,0.1902686943469707,8760.0
MIDW,sun1,wnd0.3,0.1,34686048.3118037,0.0451327196842726,8760.0
MIDW,sun0.3,wnd0.1,0.06,12459533.391375184,0.0162120695587686,8760.0
CAR,sun0.3,wnd1,0.18,1955088.6793113947,0.0139778872735466,7189.0
NW,sun0.1,wnd0.1,0.1,5652420.875065744,0.0228405804591556,8615.0
TEN,sun1,wnd0.1,0.14,1146513.7663355025,0.011632499777456,6276.0
TEX,sun0.5,wnd1,0.18,71098090.13838083,0.2146946964319851,8640.0
NE,sun0.5,wnd0.5,0.02,1000273.300965242,0.01761377626712,1247.0
TEN,sun0.5,wnd0.3,0.18,736661.5902840495,0.007474149928813,6459.0
SW,sun1,wnd0.3,0.02,6627988.706325829,0.0800361494973865,4495.0
NY,sun0.1,wnd1,0.14,2276184.508323401,0.029584179576922,7534.0
NY,sun0.3,wnd1,0.1,2309055.495016277,0.0300114125932424,7269.0
NY,sun0.3,wnd0.5,0.1,1261034.2316466123,0.0163899995915352,7190.0
NW,sun0.5,wnd0.1,0.18,9180403.091255307,0.0370966246300368,8456.0
CAR,sun0.1,wnd0.3,0.02,628115.2956896126,0.0044907041255193,2982.0
SW,sun0.1,wnd1,0.14,7054593.406989157,0.0851876063135381,7880.0
NE,sun0.1,wnd0.1,0.02,213890.1470010206,0.0037663838386788,1032.0
NW,sun0.5,wnd0.3,0.18,14992417.128549278,0.0605820969935949,8454.0
CENT,sun0.5,wnd0.3,0.18,23191752.97372347,0.0895574082548238,8646.0
MIDA,sun0.5,wnd0.1,0.14,5236208.637699485,0.0095437078694956,8760.0
FLA,sun0.3,wnd0.3,0.06,2802806.9889210463,0.0152033944325696,3835.0
CENT,sun0.3,wnd0.5,0.1,39531219.87088382,0.1526539887174188,8651.0
CAR,sun0.3,wnd1,0.14,1938736.2662494185,0.0138609758572771,7163.0
MIDA,sun0.5,wnd0.1,0.02,5272040.215689421,0.0096090158311335,8760.0
NE,sun0.1,wnd1,0.1,1588568.0634727925,0.0279730373969805,5232.0
MIDA,sun0.1,wnd0.1,0.1,2959501.3873622417,0.0053940968808991,8760.0
SW,sun0.1,wnd0.3,0.1,2665362.226032332,0.0321855300362552,6635.0
TEX,sun0.5,wnd0.5,0.06,46895800.83941609,0.1416111136819147,8760.0
SW,sun0.5,wnd0.3,0.14,4205920.327485174,0.0507885096097736,7680.0
SW,sun0.3,wnd0.5,0.1,4829319.575015456,0.0583163551723757,7777.0
CENT,sun0.3,wnd1,0.02,80841011.79745665,0.3121761216360298,8760.0
CENT,sun0.5,wnd0.3,0.02,25300244.93954301,0.0976995731010458,8760.0
NW,sun0.1,wnd0.1,0.18,5272822.128422737,0.0213066791615469,8424.0
TEN,sun0.1,wnd0.3,0.02,141838.3988646716,0.0014390888201033,2471.0
CAR,sun0.5,wnd1,0.18,2957274.7546994984,0.0211430067574501,7224.0
FLA,sun0.1,wnd0.1,0.1,1063464.3199244738,0.0057685982604889,4098.0
CAL,sun0.5,wnd0.5,0.14,10795260.663691329,0.0883550568619456,8528.0
CAR,sun0.3,wnd0.1,0.14,1938736.2662494185,0.0138609758572771,7163.0
CAR,sun0.3,wnd0.5,0.18,1955088.6793113947,0.0139778872735466,7189.0
NW,sun1,wnd0.3,0.14,20800644.50163788,0.084052268018069,8538.0
MIDW,sun1,wnd0.1,0.06,17088110.920869708,0.0222346723729529,8760.0
NW,sun0.3,wnd0.5,0.02,21512428.78280598,0.0869284809722916,8760.0
NW,sun0.3,wnd0.1,0.06,7919925.342000842,0.0320032241057018,8760.0
TEN,sun0.3,wnd1,0.02,344479.67352615297,0.0034950820856158,2502.0
TEN,sun0.3,wnd0.1,0.18,566507.899406597,0.0057477748695831,6404.0
CAR,sun0.1,wnd0.3,0.1,831508.9928877056,0.0059448653621268,7125.0
MIDW,sun0.3,wnd0.5,0.02,49502899.73057842,0.0644120793759764,8760.0
MIDA,sun0.1,wnd0.5,0.18,9871115.456976056,0.0179914607659391,8760.0
TEN,sun0.3,wnd0.5,0.18,569468.4298381954,0.0057778123367274,6404.0
NE,sun0.3,wnd0.3,0.1,661854.0045009777,0.0116545631534183,4794.0
TEX,sun0.5,wnd1,0.1,77789067.09528926,0.2348994201285137,8610.0
TEN,sun1,wnd0.1,0.1,1125205.188990131,0.0114163034887536,5517.0
MIDA,sun0.1,wnd1,0.06,20292964.322370708,0.0369867086472496,8760.0
NY,sun0.5,wnd0.3,0.02,711721.2144821286,0.009250431211068,3043.0
MIDW,sun0.1,wnd0.1,0.02,10604589.859621644,0.0137984580197367,8760.0
MIDA,sun1,wnd0.3,0.1,11910906.327100158,0.0217092591819857,8760.0
NE,sun0.3,wnd0.3,0.06,638060.5779476985,0.0112355855684591,3480.0
MIDW,sun0.5,wnd0.3,0.1,31524329.988029003,0.0410187616587056,8760.0
CAR,sun1,wnd0.3,0.1,5698884.585906118,0.040744119266654,6706.0
TEX,sun0.3,wnd0.3,0.14,27049634.51763028,0.0816817028425883,8684.0
SW,sun0.3,wnd1,0.14,7839766.569609106,0.0946689496605491,8100.0
FLA,sun0.5,wnd0.3,0.18,4337623.427530676,0.023528769597542,5368.0
SW,sun0.3,wnd0.1,0.06,2150589.832534179,0.0259694059496491,5809.0
SE,sun1,wnd0.5,0.06,6548449.158931047,0.0342002962862766,5759.0
TEN,sun1,wnd1,0.1,1132494.1945435554,0.0114902575553926,5521.0
TEX,sun0.1,wnd1,0.1,69626384.14252669,0.2102505901078623,8616.0
FLA,sun0.3,wnd1,0.18,2730479.3306378424,0.0148110642001954,5072.0
SW,sun0.3,wnd0.3,0.02,3526132.4685356915,0.0425797444600289,3739.0
FLA,sun0.3,wnd0.1,0.02,2794943.4090893567,0.0151607396560168,2748.0
TEN,sun0.5,wnd0.5,0.1,669782.1112722754,0.0067955924203345,5433.0
MIDA,sun1,wnd0.5,0.1,15630690.17250842,0.0284890750400954,8760.0
CAR,sun0.3,wnd0.1,0.02,1765508.6161867976,0.0126224864778135,3166.0
MIDA,sun0.5,wnd1,0.1,22034910.07865649,0.0401616435233746,8760.0
FLA,sun1,wnd0.5,0.06,9077504.203707663,0.0492395221710947,4467.0
CENT,sun1,wnd1,0.06,79358811.90577847,0.3064524499082102,8653.0
CAR,sun0.5,wnd0.3,0.1,2989155.443962246,0.0213709374316099,7148.0
CAR,sun0.1,wnd0.5,0.14,896403.955527991,0.00640883125892,7146.0
CENT,sun0.5,wnd0.5,0.14,38019193.32978639,0.1468151382266165,8683.0
CAL,sun1,wnd1,0.06,22111459.999294177,0.1809737964094922,8628.0
CAR,sun0.3,wnd1,0.1,1906908.1330051424,0.0136334209318542,6632.0
CAL,sun1,wnd0.5,0.1,18015056.330040306,0.1474463077825851,8421.0
NE,sun1,wnd0.3,0.14,951089.6278732866,0.0167477027520108,5600.0
MIDW,sun0.1,wnd1,0.14,86835782.59734881,0.1129888017020636,8745.0
TEX,sun0.1,wnd0.1,0.06,10837215.740993084,0.0327251089185646,8760.0
NE,sun0.3,wnd1,0.02,1680287.0488059595,0.0295881136821785,1506.0
MIDA,sun0.3,wnd0.1,0.02,4020535.524597764,0.0073279770117312,8760.0
TEN,sun0.1,wnd0.3,0.06,236475.05083432797,0.0023992699058436,4733.0
CAR,sun0.3,wnd0.1,0.1,1906908.1330051424,0.0136334209318542,6632.0
SW,sun0.1,wnd0.5,0.1,3995975.989662379,0.0482533308168348,6805.0
MIDW,sun0.5,wnd0.1,0.1,13985516.597444296,0.0181976451903112,8760.0
TEX,sun0.1,wnd1,0.18,63659022.91699466,0.1922309667351102,8618.0
CAR,sun0.5,wnd0.1,0.1,2989155.443962246,0.0213709374316099,7148.0
MIDW,sun1,wnd1,0.1,96062460.13213491,0.1249943506493321,8760.0
CENT,sun0.1,wnd0.1,0.1,10412717.226278782,0.0402098094409879,8654.0
MIDW,sun0.3,wnd0.3,0.14,29639762.07456136,0.0385666035287301,8720.0
TEN,sun0.1,wnd0.5,0.18,400961.2527506352,0.0040681427649124,6346.0
CAL,sun0.1,wnd0.1,0.18,3041697.1629413217,0.0248951214946025,8384.0
MIDW,sun0.5,wnd0.5,0.06,50167123.526649,0.0652763527035747,8760.0
NE,sun0.5,wnd0.3,0.06,722207.097005628,0.012717318569743,3501.0
SW,sun0.5,wnd0.5,0.1,5659976.227277175,0.0683469335193131,7829.0
NW,sun0.5,wnd0.5,0.06,23561258.445005625,0.0952074927056547,8393.0
CENT,sun0.1,wnd1,0.06,78858240.20688742,0.3045194393225426,8653.0
MIDA,sun0.5,wnd1,0.02,23295708.56579596,0.0424596215597975,8760.0
NE,sun0.1,wnd0.3,0.1,580893.4464534074,0.0102289316239803,4788.0
CAL,sun0.3,wnd0.1,0.02,5435855.329436734,0.0444903853355834,7085.0
TEN,sun0.1,wnd1,0.14,360912.7840373516,0.0036618120106959,6071.0
NE,sun0.3,wnd0.5,0.18,951555.077994965,0.016755898846317,6066.0
MIDA,sun0.5,wnd0.1,0.1,5283193.71364975,0.0096293446097635,8760.0
MIDA,sun0.5,wnd0.5,0.1,12722100.113142192,0.023187771031914,8760.0
CENT,sun0.5,wnd1,0.18,69412578.77101395,0.2680440181498604,8664.0
TEN,sun0.3,wnd0.3,0.06,426941.82809373736,0.0043317410275506,4795.0
FLA,sun1,wnd0.1,0.06,9077504.203707663,0.0492395221710947,4467.0
SW,sun0.3,wnd0.1,0.02,2092250.150287807,0.0252649262444492,3351.0
CAL,sun0.1,wnd0.3,0.14,4371459.802935466,0.0357787172992636,8449.0
CAR,sun0.1,wnd0.5,0.18,950386.9911698104,0.0067947824410173,7163.0
TEN,sun1,wnd1,0.18,1164020.020154372,0.0118101177874891,6566.0
TEN,sun0.5,wnd0.1,0.02,533483.6412985623,0.0054127115791351,2553.0
MIDW,sun0.3,wnd1,0.1,91672631.37304878,0.1192824024601124,8760.0
TEN,sun0.1,wnd0.3,0.14,355434.8286767602,0.0036062328136692,6068.0
TEX,sun0.3,wnd0.5,0.14,39461649.40605944,0.1191622281758847,8586.0
MIDW,sun1,wnd0.5,0.06,53466840.45725381,0.0695698714673064,8760.0
CENT,sun0.3,wnd1,0.14,72544010.02635813,0.2801363713098186,8667.0
CENT,sun0.3,wnd0.1,0.18,9890697.991820574,0.0381939769271536,8649.0
MIDW,sun1,wnd0.5,0.1,52240357.47910476,0.0679739989149553,8760.0
TEX,sun1,wnd0.5,0.02,58872493.91070771,0.1777770989875022,8760.0
NW,sun0.3,wnd1,0.02,38966801.41287237,0.1574589689229928,8760.0
NE,sun0.1,wnd0.3,0.18,612222.9101367146,0.0107806110133573,5975.0
MIDA,sun0.1,wnd0.1,0.06,2886100.5059643984,0.0052603137148922,8760.0
MIDW,sun0.1,wnd0.5,0.18,43391207.2411139,0.0564596801449112,8711.0
CAR,sun0.3,wnd0.5,0.06,1855524.4764369729,0.0132660539848646,5881.0
NE,sun0.3,wnd0.3,0.18,686530.44615753,0.0120890897192956,5970.0
CENT,sun0.1,wnd0.1,0.14,10116307.108942062,0.0390651904068311,8645.0
SW,sun0.5,wnd0.1,0.14,2944291.6345470697,0.0355537367167821,7586.0
MIDA,sun0.5,wnd0.5,0.18,12001223.279093206,0.0218738742050158,8760.0
MIDW,sun1,wnd1,0.02,101289060.7514286,0.1317950878948013,8760.0
FLA,sun1,wnd1,0.1,8886376.063334763,0.0482027770378269,5143.0
CAL,sun1,wnd0.3,0.1,16711675.07173574,0.1367786334412305,8397.0
MIDA,sun1,wnd0.1,0.02,8402290.911151648,0.0153143267273972,8760.0
FLA,sun0.5,wnd0.3,0.1,4526562.05479008,0.0245536380544594,4609.0
NY,sun0.5,wnd0.1,0.06,358819.57216359675,0.004663674064991,5813.0
NY,sun0.5,wnd0.1,0.14,470726.951976791,0.0061181642472543,7340.0
SW,sun0.5,wnd0.3,0.06,4398520.251123369,0.0531142462645116,6205.0
NY,sun0.5,wnd1,0.1,2309055.495016277,0.0300114125932424,7269.0
MIDW,sun0.5,wnd0.3,0.18,29791905.969685797,0.038764569803487,8678.0
TEX,sun1,wnd0.3,0.14,40917023.5715003,0.123557017319111,8683.0
NE,sun1,wnd0.5,0.1,1233980.3704099432,0.0217291155741583,5006.0
TEX,sun0.3,wnd1,0.06,76717520.80513918,0.2316636749062605,8697.0
NW,sun1,wnd0.1,0.02,15708268.9047032,0.0634747460817403,8760.0
NW,sun1,wnd0.5,0.18,25704372.90189007,0.1038674950776613,8458.0
MIDW,sun1,wnd0.5,0.14,50572035.97550952,0.0658032158355987,8729.0
NE,sun0.1,wnd0.5,0.1,868396.4947125316,0.0152915623702619,4908.0
SW,sun0.3,wnd0.3,0.14,3412332.932923913,0.0412055603676111,7597.0
SE,sun0.3,wnd1,0.06,2062760.4520910385,0.0107730879353186,5454.0
SW,sun0.5,wnd0.1,0.06,3014628.9084982723,0.0364030931086879,5993.0
CAL,sun0.1,wnd0.3,0.02,3971113.0056552887,0.0325020327299729,7134.0
NE,sun0.5,wnd0.1,0.02,387596.1944260523,0.0068251673257895,1070.0
FLA,sun0.1,wnd0.5,0.1,1063464.3199244738,0.0057685982604889,4098.0
MIDA,sun0.3,wnd1,0.1,20874516.282931983,0.0380466667976124,8760.0
CAR,sun0.5,wnd0.5,0.1,2989155.443962246,0.0213709374316099,7148.0
MIDW,sun0.5,wnd1,0.1,92926128.88334072,0.120913425724809,8760.0
FLA,sun0.5,wnd0.1,0.06,4590630.132937521,0.0249011654676786,4047.0
CAR,sun1,wnd1,0.02,5752425.663507089,0.0411269106740873,3638.0
CENT,sun1,wnd1,0.1,76144631.20167777,0.2940405509953482,8666.0
CAL,sun0.3,wnd1,0.02,11924521.722241985,0.0975976243319289,8760.0
TEX,sun0.5,wnd0.3,0.02,33376764.07706803,0.1007877176090246,8760.0
SE,sun1,wnd0.3,0.1,6423855.860188603,0.033549588366148,7698.0
CAR,sun0.1,wnd0.1,0.14,896403.955527991,0.00640883125892,7146.0
TEX,sun1,wnd0.5,0.06,57786497.86402571,0.1744977198773894,8760.0
SE,sun0.3,wnd0.5,0.14,2077481.3508971331,0.0108499701235359,7736.0
CENT,sun1,wnd0.5,0.06,41421427.99269083,0.1599532274012325,8703.0
MIDA,sun1,wnd0.5,0.02,16410474.016386986,0.0299103379656687,8760.0
MIDA,sun0.5,wnd0.5,0.14,12374615.362583635,0.0225544324509111,8760.0
NY,sun0.3,wnd0.3,0.1,842364.9917264581,0.0109484433680221,7116.0
MIDA,sun0.5,wnd1,0.14,21312745.79947287,0.038845400151273,8760.0
MIDW,sun0.1,wnd1,0.02,95107305.48791872,0.1237515245301668,8760.0
NY,sun0.5,wnd1,0.06,2317939.4603014886,0.0301268798690242,6736.0
NE,sun0.5,wnd0.5,0.06,1020299.5860406013,0.0179664183944652,3690.0
CENT,sun0.3,wnd0.1,0.1,10519581.428255675,0.0406224768652707,8678.0
SW,sun0.1,wnd0.3,0.14,2619777.94523713,0.0316350779347039,7509.0
MIDW,sun0.5,wnd1,0.14,89223954.25684547,0.1160962378993807,8726.0
CENT,sun0.1,wnd1,0.02,80723672.89308605,0.3117230050400227,8760.0
SE,sun1,wnd0.3,0.06,6548449.158931047,0.0342002962862766,5759.0
NW,sun0.5,wnd0.3,0.14,15656711.857089875,0.0632664118263342,8523.0
NW,sun0.5,wnd0.5,0.14,21759345.58763176,0.0879262345493862,8535.0
CAL,sun0.5,wnd0.1,0.06,8772293.001812086,0.071797844547806,8663.0
NW,sun0.3,wnd0.3,0.1,14177949.852338314,0.0572909575393996,8628.0
NY,sun0.5,wnd0.3,0.1,842364.9917264581,0.0109484433680221,7116.0
CAL,sun0.5,wnd1,0.02,14834951.230350032,0.1214183705549888,8760.0
SW,sun0.1,wnd0.3,0.06,2673974.5045696944,0.0322895274392489,5893.0
NW,sun0.1,wnd1,0.18,31510541.60527193,0.1273293473282658,8459.0
NW,sun0.3,wnd0.3,0.18,13040047.836545764,0.0526928670714737,8443.0
CAR,sun1,wnd1,0.06,5751432.379513532,0.0411198091999498,5359.0
TEX,sun1,wnd0.3,0.02,44730376.60172904,0.1350721883964138,8760.0
FLA,sun0.5,wnd0.1,0.1,4526562.05479008,0.0245536380544594,4609.0
CAL,sun0.1,wnd0.1,0.14,3121545.9269731045,0.0255486529197503,8339.0
TEX,sun0.5,wnd1,0.14,74444065.95567405,0.2247985298959271,8634.0
CAL,sun0.1,wnd0.5,0.18,5422026.423389018,0.0443772010579407,8465.0
NW,sun0.1,wnd0.3,0.02,12219965.394471109,0.0493790375787028,8760.0
NE,sun0.5,wnd1,0.02,1767277.193086177,0.0311199199768359,1532.0
CAL,sun0.3,wnd0.1,0.18,5508014.758328855,0.0450809825097982,8406.0
SE,sun0.1,wnd0.3,0.18,922612.3542285264,0.0048184868059883,7800.0
MIDW,sun1,wnd0.3,0.14,33853171.00234866,0.0440489981314132,8722.0
CAR,sun0.1,wnd1,0.18,950386.9911698104,0.0067947824410173,7163.0
CAR,sun1,wnd0.3,0.18,5439458.261091888,0.0388893533102979,7323.0
NE,sun0.5,wnd0.3,0.1,742994.3114328906,0.0130833598744395,4809.0
MIDW,sun0.5,wnd1,0.02,97853538.43673718,0.12732486216588,8760.0
CAL,sun0.1,wnd0.3,0.18,4231838.084807232,0.0346359672324797,8478.0
SW,sun0.5,wnd0.1,0.02,2977850.727556154,0.0359589788956814,3651.0
SW,sun0.1,wnd1,0.02,7666625.831627443,0.0925781920260404,4690.0
MIDW,sun1,wnd1,0.06,99059264.99766374,0.1288937269267488,8760.0
SE,sun1,wnd0.1,0.02,6631922.205102205,0.0346362472788987,3502.0
CAL,sun0.1,wnd1,0.1,9078562.01403831,0.0743045386271175,8443.0
NY,sun0.3,wnd0.1,0.1,424222.32335691154,0.0055137311359588,7035.0
NY,sun0.1,wnd0.5,0.06,1230152.472986728,0.01598862110464,6534.0
CAL,sun0.5,wnd0.5,0.06,11522811.393458962,0.0943097797816781,8666.0
NY,sun0.3,wnd1,0.02,2284129.566395268,0.0296874436242291,3618.0
NY,sun0.1,wnd0.1,0.14,470726.951976791,0.0061181642472543,7340.0
MIDA,sun1,wnd1,0.14,24100131.794245303,0.0439257931406018,8760.0
CAL,sun1,wnd1,0.1,21276043.165385813,0.1741362309108041,8464.0
TEN,sun0.3,wnd0.3,0.18,567994.4209651351,0.005762857079851,6404.0
TEN,sun0.3,wnd0.5,0.06,428621.1682923138,0.0043487795708806,4795.0
MIDA,sun0.1,wnd0.5,0.06,10617278.520450592,0.0193514452114668,8760.0
CENT,sun0.5,wnd1,0.1,75878750.41739133,0.2930138242113732,8671.0
SE,sun0.3,wnd0.3,0.18,2063198.9261032343,0.010775377934182,7824.0
FLA,sun0.1,wnd0.5,0.02,959828.0630779266,0.0052064393617202,2386.0
NE,sun0.1,wnd1,0.06,1597521.1694645137,0.0281306923155731,4037.0
NY,sun0.3,wnd0.3,0.02,711721.2144821286,0.009250431211068,3043.0
NY,sun0.5,wnd0.5,0.1,1261034.2316466123,0.0163899995915352,7190.0
FLA,sun0.5,wnd0.1,0.14,4443409.3589077,0.0241025890744089,5035.0
MIDW,sun0.1,wnd0.3,0.14,28437768.43094361,0.0370025959573858,8716.0
SE,sun0.1,wnd0.1,0.02,702845.047673732,0.0036707177975109,2667.0
FLA,sun0.5,wnd0.3,0.06,4590630.132937521,0.0249011654676786,4047.0
NE,sun0.3,wnd1,0.18,1613632.0824593008,0.0284143887979998,6266.0
TEN,sun0.1,wnd0.1,0.06,234784.03730496764,0.0023821129251936,4730.0
CAL,sun0.3,wnd0.3,0.02,6875696.748164624,0.0562749336097875,7161.0
NY,sun0.5,wnd1,0.02,2284129.566395268,0.0296874436242291,3618.0
NE,sun0.5,wnd0.5,0.1,1030559.5346005632,0.0181470854564301,4941.0
SW,sun0.3,wnd0.1,0.1,2169043.5119210184,0.0261922429983562,6610.0
MIDA,sun0.3,wnd0.3,0.14,7689536.839900851,0.0140152347489309,8760.0
TEX,sun1,wnd1,0.18,80451306.11846828,0.242938575579783,8612.0
TEN,sun0.5,wnd0.5,0.06,619060.4409250915,0.006280971631339,4852.0
CENT,sun0.1,wnd0.1,0.02,9167376.321722956,0.0354007937563132,8760.0
SW,sun0.1,wnd0.5,0.06,4060740.858940676,0.0490353977438332,6162.0
CAL,sun0.3,wnd1,0.06,12090271.045626208,0.0989542187995085,8637.0
CAL,sun1,wnd0.1,0.14,14789484.121094584,0.121046239751596,8451.0
MIDA,sun0.5,wnd0.5,0.06,13031731.82346034,0.0237521172592841,8760.0
NE,sun0.1,wnd0.3,0.14,599599.6900562346,0.0105583291889263,5516.0
TEN,sun0.1,wnd1,0.06,242374.78260952237,0.0024591284357428,4736.0
CAR,sun0.1,wnd0.1,0.1,831508.9928877056,0.0059448653621268,7125.0
TEN,sun0.5,wnd0.5,0.02,536979.9167151153,0.0054481847013942,2555.0
TEN,sun0.5,wnd0.3,0.1,668171.3891803324,0.006779250074585,5433.0
SE,sun0.3,wnd0.1,0.14,2077481.3508971331,0.0108499701235359,7736.0
FLA,sun0.3,wnd1,0.1,2792420.710686207,0.0151470556674264,4372.0
NW,sun0.3,wnd0.3,0.06,14616267.27215472,0.0590621321414412,8657.0
TEX,sun1,wnd0.5,0.14,53278131.55354202,0.1608838192149443,8600.0
MIDA,sun0.1,wnd1,0.14,19089394.635220945,0.0347930379420685,8760.0
TEX,sun0.1,wnd0.3,0.14,23117725.45430428,0.069808528456245,8732.0
TEX,sun0.5,wnd0.5,0.18,41492486.055001855,0.1252947397102877,8602.0
FLA,sun1,wnd0.3,0.1,8886376.063334763,0.0482027770378269,5143.0
NY,sun0.3,wnd0.3,0.14,871769.3717669845,0.0113306199693854,7383.0
TEX,sun0.3,wnd0.1,0.02,14695308.07697606,0.0443753791475997,8760.0
CAR,sun1,wnd0.3,0.02,5752425.663507089,0.0411269106740873,3638.0
CAL,sun0.1,wnd0.1,0.06,3001334.395411104,0.0245647677651893,8760.0
NY,sun0.5,wnd1,0.18,2213788.504930377,0.0287732020122688,7402.0
NE,sun1,wnd0.1,0.18,683028.2773670927,0.0120274201561223,5912.0
NE,sun0.3,wnd0.5,0.06,936212.2915009112,0.0164857282755743,3675.0
SE,sun0.1,wnd1,0.06,786436.9978212416,0.0041072897846803,5345.0
SW,sun1,wnd0.1,0.1,5102155.72549583,0.0616109828332976,7769.0
MIDA,sun0.1,wnd0.5,0.14,10147804.30701244,0.018495764115596,8760.0
TEN,sun1,wnd1,0.14,1153530.814895898,0.0117036945752979,6282.0
SE,sun0.3,wnd1,0.1,2078099.698070079,0.010853199538014,6687.0
NY,sun0.3,wnd0.1,0.06,358819.57216359675,0.004663674064991,5813.0
FLA,sun0.3,wnd0.1,0.18,2730479.3306378424,0.0148110642001954,5072.0
FLA,sun0.1,wnd0.3,0.06,1019122.8007990122,0.0055280745256515,3610.0
TEX,sun0.1,wnd0.3,0.06,24540938.84533602,0.0741062018023332,8760.0
SW,sun1,wnd0.5,0.14,7449345.731647715,0.0899544303789834,7853.0
NW,sun1,wnd0.5,0.14,26892435.2579903,0.1086682759173729,8515.0
SW,sun1,wnd0.1,0.18,4737569.344227314,0.05720842703412,7501.0
NY,sun0.1,wnd0.5,0.14,1272880.922372833,0.0165439742032396,7412.0
CENT,sun0.3,wnd1,0.1,75772440.47760361,0.2926032971291857,8688.0
TEN,sun0.1,wnd0.3,0.1,301735.3975316137,0.0030613997386665,5350.0
TEN,sun0.1,wnd1,0.18,404655.76444895566,0.0041056271874901,6346.0
NE,sun0.5,wnd1,0.18,1687631.305192776,0.0297174384264468,6273.0
CAR,sun0.5,wnd1,0.02,2903797.439291716,0.0207606712171895,3340.0
NW,sun0.1,wnd0.3,0.1,12041251.224120378,0.0486568805636274,8632.0
SE,sun0.3,wnd0.1,0.1,2078099.698070079,0.010853199538014,6687.0
TEX,sun1,wnd0.1,0.02,30592024.09959179,0.0923786463816172,8760.0
MIDA,sun1,wnd0.3,0.06,12189418.651801586,0.0222168860641285,8760.0
CAR,sun0.5,wnd0.3,0.06,2964220.3325189054,0.0211926640977215,5314.0
FLA,sun0.3,wnd0.1,0.14,2767816.5058658123,0.0150135939513458,4761.0
TEN,sun0.3,wnd0.1,0.14,529876.2466529608,0.0053761110439786,6126.0
NE,sun1,wnd0.1,0.06,635324.6949644536,0.0111874095042641,3395.0
CAL,sun0.3,wnd1,0.1,11785643.100823954,0.096460956225936,8562.0
NW,sun1,wnd0.5,0.02,29644974.93614012,0.1197908737166863,8760.0
FLA,sun0.5,wnd1,0.1,4526562.05479008,0.0245536380544594,4609.0
NY,sun1,wnd0.5,0.18,1263101.559312448,0.0164168692028021,7315.0
NW,sun0.3,wnd1,0.18,33445059.10297948,0.1351464408414094,8455.0
MIDW,sun0.1,wnd0.5,0.14,45173583.56944215,0.0587788688421993,8760.0
TEN,sun0.3,wnd1,0.18,573179.7514633834,0.0058154673123994,6407.0
NW,sun0.3,wnd0.1,0.1,7794141.32040894,0.0314949498407193,8607.0
CENT,sun0.5,wnd0.5,0.02,41200766.9302896,0.1591011213584594,8760.0
FLA,sun1,wnd1,0.02,9227032.92973858,0.050050617694202,3441.0
NY,sun0.3,wnd0.3,0.06,792819.5382762849,0.0103044878421277,5911.0
TEN,sun0.1,wnd0.1,0.14,353920.30378879607,0.0035908664823267,6068.0
NE,sun1,wnd0.3,0.06,933251.6896820664,0.0164335951455559,3595.0
MIDW,sun1,wnd0.5,0.18,48526554.24893606,0.0631416802073581,8694.0
CAL,sun0.3,wnd0.3,0.1,7203052.790520906,0.0589542169210068,8446.0
MIDW,sun1,wnd0.3,0.02,35547948.46128154,0.0462542051153178,8760.0
